omega,S_intrinsic_edge_plus_line,S_external_lorentzians
2.17600,2.636915e-01,1.807481e+00
2.17700,2.639025e-01,1.772216e+00
2.17800,2.641135e-01,1.737887e+00
2.17900,2.643245e-01,1.704465e+00
2.18000,2.645355e-01,1.671922e+00
2.18100,2.647464e-01,1.640231e+00
2.18200,2.649573e-01,1.609368e+00
2.18300,2.651682e-01,1.579305e+00
2.18400,2.653791e-01,1.550020e+00
2.18500,2.655900e-01,1.521488e+00
2.18600,2.658008e-01,1.493687e+00
2.18700,2.660116e-01,1.466594e+00
2.18800,2.662224e-01,1.440187e+00
2.18900,2.664332e-01,1.414447e+00
2.19000,2.666439e-01,1.389353e+00
2.19100,2.668547e-01,1.364885e+00
2.19200,2.670654e-01,1.341025e+00
2.19300,2.672761e-01,1.317755e+00
2.19400,2.674867e-01,1.295056e+00
2.19500,2.676974e-01,1.272912e+00
2.19600,2.679080e-01,1.251307e+00
2.19700,2.681186e-01,1.230224e+00
2.19800,2.683292e-01,1.209648e+00
2.19900,2.685397e-01,1.189564e+00
2.20000,2.687502e-01,1.169958e+00
